Collection,Datetime_updated_seconds,Price_USD
Axie,2019-01-30 18:14:05,8.735315555555555
Axie,2019-01-30 18:10:58,2.4189200000000004
Axie,2019-01-30 18:04:49,3.2342240000000007
Axie,2019-01-30 16:38:43,3.2256
Axie,2019-01-30 16:36:44,2.4276373333333336
Axie,2019-01-30 16:27:40,17.126479999999997
Axie,2019-01-30 16:27:42,132.09784000000002
Axie,2019-01-30 16:25:43,161.39004
Axie,2019-01-30 15:57:03,4.8384
Axie,2019-01-30 15:33:55,2.7880844444444444
Axie,2019-01-30 15:09:40,2.2501060088888893
Axie,2019-01-30 15:06:58,3.5203839999999995
Axie,2019-01-30 14:23:23,9.376234311111109
Axie,2019-01-30 14:22:34,9.6768
Axie,2019-01-30 13:51:25,2.9163213333333333
Axie,2019-01-30 13:50:51,2.5625506666666658
Axie,2019-01-30 13:40:24,4.512422755555555
Axie,2019-01-30 12:57:28,2.8222880000000004
Axie,2019-01-30 11:42:02,1.9979928888888887
Axie,2019-01-30 10:12:26,8.6016
Axie,2019-01-30 09:38:38,3.098913066666667
Axie,2019-01-30 09:24:09,3.622229333333333
Axie,2019-01-30 09:22:44,3.623399111111112
Axie,2019-01-30 08:59:10,4.237756444444444
Axie,2019-01-30 08:59:10,3.1521280000000003
Axie,2019-01-30 07:34:55,2.428807111111112
Axie,2019-01-30 06:32:02,5.298906666666666
Axie,2019-01-30 05:40:03,8.6016
Axie,2019-01-30 05:26:44,118.272
Axie,2019-01-30 05:11:25,37.02279881481481
Axie,2019-01-30 04:47:06,161.28
Axie,2019-01-30 04:41:39,10.752
